,milage,action,milage_bin,next_milage_bin
4234,22,0,0,1
4235,33,0,1,1
4236,42,0,1,2
4237,52,0,2,3
4238,70,0,3,0
4240,7,0,0,0
4241,15,0,0,1
4242,26,0,1,1
4243,29,0,1,1
4244,42,0,1,2
4245,50,0,2,2
4246,60,0,2,3
4247,68,0,3,3
4248,82,0,3,3
4249,85,0,3,4
4250,91,0,4,4
4251,97,0,4,4
4252,103,0,4,5
4253,112,0,5,5
4254,123,0,5,6
4255,133,0,6,0
4257,3,0,0,0
4258,12,0,0,0
4259,21,0,0,1
4260,34,0,1,1
4261,44,0,1,2
4262,57,0,2,2
4263,61,0,2,3
4264,77,0,3,4
4265,94,0,4,4
4266,100,0,4,5
4267,116,0,5,5
4268,119,0,5,5
4269,128,0,5,6
4270,144,0,6,7
4271,155,0,7,0
4273,7,0,0,0
4274,17,0,0,1
4275,24,0,1,1
4276,32,0,1,1
4277,44,0,1,2
4278,50,0,2,3
4279,68,0,3,3
4280,74,0,3,4
4281,90,0,4,4
4282,96,0,4,4
4283,108,0,4,5
4284,124,0,5,6
4285,144,0,6,0
4287,15,0,0,1
4288,26,0,1,1
4289,32,0,1,1
4290,42,0,1,2
4291,46,0,2,2
4292,52,0,2,2
4293,59,0,2,3
4294,73,0,3,3
4295,77,0,3,3
4296,85,0,3,4
4297,95,0,4,4
4298,103,0,4,5
4299,115,0,5,0
4301,7,0,0,0
4302,21,0,0,1
4303,28,0,1,1
4304,34,0,1,2
4305,45,0,2,2
4306,62,0,2,3
4307,78,0,3,0
4309,7,0,0,0
4310,18,0,0,1
4311,25,0,1,1
4312,32,0,1,1
4313,39,0,1,2
4314,50,0,2,2
4315,59,0,2,3
4316,67,0,3,3
4317,71,0,3,3
4318,79,0,3,3
4319,88,0,3,4
4320,103,0,4,5
4321,116,0,5,0
4323,7,0,0,0
4324,17,0,0,1
4325,33,0,1,1
4326,43,0,1,2
4327,49,0,2,2
4328,62,0,2,3
4329,72,0,3,4
4330,89,0,4,4
4331,98,0,4,4
4332,108,0,4,0
4334,4,0,0,0
4335,13,0,0,0
4336,18,0,0,1
4337,34,0,1,1
4338,44,0,1,2
4339,53,0,2,2
4340,65,0,2,3
4341,71,0,3,3
4342,81,0,3,0
4344,6,0,0,0
4345,14,0,0,1
4346,40,0,1,2
4347,52,0,2,2
4348,61,0,2,2
4349,64,0,2,3
4350,70,0,3,3
4351,78,0,3,3
4352,79,0,3,4
4353,90,0,4,4
4354,101,0,4,4
4355,109,0,4,0
4357,4,0,0,0
4358,22,0,0,1
4359,31,0,1,1
4360,35,0,1,2
4361,47,0,2,0
4363,12,0,0,1
4364,28,0,1,1
4365,31,0,1,1
4366,39,0,1,2
4367,51,0,2,2
4368,64,0,2,3
4369,83,0,3,4
4370,96,0,4,4
4371,101,0,4,5
4372,113,0,5,5
4373,120,0,5,5
4374,131,0,5,6
4375,140,0,6,0
4377,7,0,0,0
4378,11,0,0,0
4379,16,0,0,1
4380,27,0,1,1
4381,37,0,1,2
4382,45,0,2,2
4383,56,0,2,3
4384,71,0,3,3
4385,75,0,3,3
4386,88,0,3,4
4387,108,0,4,5
4388,116,0,5,5
4389,132,0,5,0
4391,14,0,0,1
4392,25,0,1,1
4393,35,0,1,1
4394,44,0,1,2
4395,53,0,2,3
4396,72,0,3,3
4397,77,0,3,3
4398,86,0,3,4
4399,95,0,4,0
4401,12,0,0,0
4402,19,0,0,1
4403,31,0,1,1
4404,41,0,1,2
4405,53,0,2,2
4406,62,0,2,3
4407,75,0,3,3
4408,81,0,3,0
4410,15,0,0,1
4411,30,0,1,1
4412,41,0,1,2
4413,51,0,2,2
4414,58,0,2,3
4415,72,0,3,3
4416,81,0,3,4
4417,89,0,4,4
4418,104,0,4,5
4419,111,0,5,5
4420,123,0,5,6
4421,138,0,6,6
4422,147,0,6,0
4424,15,0,0,0
4425,22,0,0,1
4426,32,0,1,1
4427,39,0,1,1
4428,41,0,1,2
4429,54,0,2,2
4430,60,0,2,3
4431,71,0,3,3
4432,74,0,3,4
4433,90,0,4,4
4434,100,0,4,4
4435,105,0,4,5
4436,111,0,5,0
4438,8,0,0,0
4439,16,0,0,1
4440,29,0,1,1
4441,36,0,1,1
4442,43,0,1,2
4443,48,0,2,2
4444,59,0,2,3
4445,74,0,3,3
4446,82,0,3,4
4447,93,0,4,4
4448,99,0,4,0
4450,5,0,0,0
4451,10,0,0,1
4452,30,0,1,1
4453,42,0,1,2
4454,57,0,2,2
4455,64,0,2,3
4456,74,0,3,3
4457,84,0,3,0
4459,15,0,0,1
4460,30,0,1,1
4461,39,0,1,1
4462,42,0,1,2
4463,49,0,2,2
4464,56,0,2,2
4465,61,0,2,3
4466,79,0,3,4
4467,91,0,4,4
4468,104,0,4,5
4469,132,0,5,6
4470,140,0,6,7
4471,158,0,7,0
4473,7,0,0,0
4474,17,0,0,1
4475,31,0,1,1
4476,40,0,1,2
4477,49,0,2,2
4478,57,0,2,3
4479,70,0,3,3
4480,74,0,3,3
4481,82,0,3,3
4482,86,0,3,4
4483,95,0,4,0
4485,16,0,0,1
4486,23,0,1,1
4487,32,0,1,2
4488,52,0,2,3
4489,73,0,3,3
4490,85,0,3,4
4491,97,0,4,4
4492,101,0,4,4
4493,106,0,4,0
4495,10,0,0,1
4496,24,0,1,1
4497,30,0,1,1
4498,40,0,1,2
4499,45,0,2,2
4500,53,0,2,3
4501,69,0,3,3
4502,85,0,3,4
4503,93,0,4,4
4504,104,0,4,5
4505,117,0,5,5
4506,118,0,5,0
4508,16,0,0,1
4509,24,0,1,1
4510,35,0,1,1
4511,41,0,1,2
4512,53,0,2,2
4513,59,0,2,3
4514,78,0,3,3
4515,85,0,3,3
4516,88,0,3,4
4517,98,0,4,4
4518,110,0,4,5
4519,117,0,5,6
4520,133,0,6,0
4522,10,0,0,0
4523,14,0,0,0
4524,21,0,0,1
4525,35,0,1,1
4526,39,0,1,2
4527,45,0,2,2
4528,55,0,2,3
4529,70,0,3,3
4530,77,0,3,4
4531,94,0,4,4
4532,103,0,4,4
4533,107,0,4,5
4534,119,0,5,5
4535,127,0,5,6
4536,137,0,6,6
4537,152,0,6,7
4538,160,0,7,0
4540,7,0,0,1
4541,23,0,1,1
4542,28,0,1,1
4543,35,0,1,1
4544,41,0,1,2
4545,52,0,2,2
4546,65,0,2,3
4547,74,0,3,3
4548,86,0,3,4
4549,92,0,4,4
4550,107,0,4,5
4551,131,0,5,0
4553,11,0,0,1
4554,29,0,1,1
4555,31,0,1,1
4556,39,0,1,2
4557,52,0,2,2
4558,59,0,2,3
4559,70,0,3,3
4560,81,0,3,3
4561,88,0,3,4
4562,97,0,4,4
4563,106,0,4,5
4564,113,0,5,5
4565,127,0,5,0
4567,7,0,0,0
4568,15,0,0,0
4569,22,0,0,1
4570,34,0,1,2
4571,45,0,2,2
4572,47,0,2,2
4573,53,0,2,2
4574,57,0,2,2
4575,64,0,2,3
4576,83,0,3,3
4577,88,0,3,4
4578,96,0,4,4
4579,104,0,4,5
4580,117,0,5,5
4581,130,0,5,6
4582,135,0,6,6
4583,144,0,6,7
4584,161,0,7,7
4585,168,0,7,7
4586,172,0,7,8
4587,190,0,8,0
4589,7,0,0,0
4590,19,0,0,1
4591,25,0,1,1
4592,31,0,1,1
4593,44,0,1,2
4594,50,0,2,2
4595,62,0,2,2
4596,65,0,2,3
4597,75,0,3,3
4598,83,0,3,4
4599,100,0,4,4
4600,105,0,4,5
4601,112,0,5,5
4602,118,0,5,5
4603,124,0,5,5
4604,131,0,5,0
4606,18,0,0,1
4607,27,0,1,1
4608,40,0,1,2
4609,49,0,2,2
4610,60,0,2,2
4611,64,0,2,3
4612,69,0,3,3
4613,75,0,3,3
4614,86,0,3,4
4615,99,0,4,4
4616,108,0,4,4
4617,110,0,4,5
4618,124,0,5,6
4619,134,0,6,6
4620,140,0,6,6
4621,145,0,6,0
4623,7,0,0,0
4624,16,0,0,1
4625,25,0,1,1
4626,28,0,1,1
4627,38,0,1,2
4628,58,0,2,3
4629,68,0,3,3
4630,73,0,3,3
4631,82,0,3,4
4632,95,0,4,0
4634,9,0,0,1
4635,24,0,1,1
4636,36,0,1,2
4637,51,0,2,2
4638,63,0,2,3
4639,69,0,3,3
4640,79,0,3,4
4641,96,0,4,4
4642,106,0,4,5
4643,115,0,5,5
4644,124,0,5,5
4645,125,0,5,0
4647,10,0,0,0
4648,13,0,0,0
4649,19,0,0,1
4650,29,0,1,1
4651,36,0,1,1
4652,43,0,1,2
4653,49,0,2,2
4654,52,0,2,2
4655,59,0,2,3
4656,73,0,3,3
4657,77,0,3,3
4658,81,0,3,4
4659,92,0,4,4
4660,107,0,4,5
4661,113,0,5,0
4663,5,0,0,0
4664,18,0,0,1
4665,26,0,1,1
4666,37,0,1,2
4667,45,0,2,2
4668,62,0,2,3
4669,68,0,3,3
4670,85,0,3,4
4671,102,0,4,5
4672,117,0,5,5
4673,121,0,5,6
4674,140,0,6,6
4675,147,0,6,6
4676,154,0,6,7
4677,170,0,7,0
4679,7,0,0,0
4680,21,0,0,2
4681,46,0,2,2
4682,56,0,2,2
4683,59,0,2,2
4684,66,0,2,3
4685,74,0,3,4
4686,91,0,4,4
4687,105,0,4,5
4688,119,0,5,6
4689,135,0,6,6
4690,151,0,6,0
4692,9,0,0,0
4693,13,0,0,0
4694,21,0,0,1
4695,35,0,1,1
4696,42,0,1,2
4697,51,0,2,2
4698,58,0,2,3
4699,70,0,3,3
4700,74,0,3,3
4701,80,0,3,4
4702,90,0,4,4
4703,97,0,4,4
4704,102,0,4,4
4705,108,0,4,5
4706,120,0,5,5
4707,127,0,5,5
4708,132,0,5,0
4710,11,0,0,0
4711,20,0,0,1
4712,25,0,1,1
4713,44,0,1,2
4714,55,0,2,2
4715,61,0,2,3
4716,67,0,3,3
4717,74,0,3,3
4718,87,0,3,4
4719,91,0,4,4
4720,97,0,4,4
4721,108,0,4,0
4723,8,0,0,0
4724,15,0,0,1
4725,34,0,1,2
4726,47,0,2,2
4727,61,0,2,3
4728,69,0,3,3
4729,83,0,3,4
4730,98,0,4,4
4731,103,0,4,5
4732,114,0,5,5
4733,120,0,5,5
4734,125,0,5,6
4735,143,0,6,6
4736,147,0,6,0
4738,13,0,0,1
4739,24,0,1,1
4740,31,0,1,1
4741,34,0,1,1
4742,42,0,1,2
4743,62,0,2,3
4744,68,0,3,0
4746,9,0,0,1
4747,25,0,1,1
4748,33,0,1,1
4749,36,0,1,2
4750,46,0,2,3
4751,70,0,3,3
4752,81,0,3,4
4753,89,0,4,0
4755,7,0,0,0
4756,15,0,0,1
4757,32,0,1,1
4758,35,0,1,1
4759,38,0,1,2
4760,46,0,2,2
4761,59,0,2,2
4762,61,0,2,3
4763,68,0,3,3
4764,82,0,3,4
4765,91,0,4,4
4766,110,0,4,0
4768,12,0,0,0
4769,19,0,0,1
4770,35,0,1,1
4771,40,0,1,2
4772,52,0,2,2
4773,59,0,2,0
4775,13,0,0,0
4776,16,0,0,1
4777,23,0,1,1
4778,33,0,1,1
4779,41,0,1,2
4780,53,0,2,2
4781,61,0,2,3
4782,67,0,3,3
4783,80,0,3,0
4785,11,0,0,0
4786,18,0,0,1
4787,30,0,1,2
4788,45,0,2,2
4789,54,0,2,2
4790,62,0,2,3
4791,67,0,3,3
4792,86,0,3,4
4793,99,0,4,5
4794,114,0,5,5
4795,125,0,5,6
4796,133,0,6,0
4798,13,0,0,1
4799,23,0,1,1
4800,31,0,1,1
4801,41,0,1,2
4802,48,0,2,2
4803,55,0,2,3
4804,69,0,3,3
4805,79,0,3,3
4806,84,0,3,0
4808,14,0,0,1
4809,29,0,1,1
4810,32,0,1,1
4811,36,0,1,2
4812,46,0,2,2
4813,58,0,2,3
4814,69,0,3,3
4815,78,0,3,4
4816,89,0,4,0
4818,8,0,0,0
4819,17,0,0,1
4820,23,0,1,1
4821,33,0,1,1
4822,38,0,1,1
4823,40,0,1,2
4824,45,0,2,2
4825,52,0,2,2
4826,64,0,2,3
4827,73,0,3,3
4828,83,0,3,4
4829,91,0,4,4
4830,103,0,4,5
4831,112,0,5,5
4832,126,0,5,0
4834,20,0,0,1
4835,32,0,1,1
4836,42,0,1,2
4837,54,0,2,2
4838,59,0,2,2
4839,66,0,2,3
4840,73,0,3,3
4841,79,0,3,3
4842,83,0,3,4
4843,91,0,4,4
4844,95,0,4,4
4845,102,0,4,5
4846,115,0,5,5
4847,128,0,5,6
4848,133,0,6,6
4849,147,0,6,0
4851,8,0,0,0
4852,17,0,0,1
4853,33,0,1,1
4854,39,0,1,2
4855,47,0,2,2
4856,49,0,2,2
4857,56,0,2,2
4858,59,0,2,3
4859,73,0,3,4
4860,89,0,4,4
4861,102,0,4,5
4862,113,0,5,5
4863,125,0,5,0
4865,15,0,0,1
4866,30,0,1,1
4867,37,0,1,1
4868,44,0,1,2
4869,46,0,2,2
4870,59,0,2,2
4871,64,0,2,3
4872,78,0,3,3
4873,81,0,3,3
4874,88,0,3,4
4875,99,0,4,4
4876,109,0,4,5
4877,117,0,5,6
4878,134,0,6,6
4879,148,0,6,0
4881,4,0,0,0
4882,15,0,0,0
4883,22,0,0,1
4884,30,0,1,2
4885,48,0,2,2
4886,61,0,2,3
4887,70,0,3,3
4888,84,0,3,4
4889,99,0,4,0
4891,6,0,0,0
4892,15,0,0,1
4893,24,0,1,1
4894,38,0,1,1
4895,42,0,1,2
4896,49,0,2,2
4897,61,0,2,3
4898,68,0,3,3
4899,86,0,3,4
4900,103,0,4,4
4901,104,0,4,4
4902,109,0,4,5
4903,114,0,5,5
4904,131,0,5,0
4906,13,0,0,1
4907,27,0,1,1
4908,37,0,1,2
4909,49,0,2,2
4910,59,0,2,3
4911,69,0,3,3
4912,81,0,3,3
4913,87,0,3,4
4914,92,0,4,4
4915,103,0,4,5
4916,114,0,5,5
4917,124,0,5,5
4918,132,0,5,6
4919,137,0,6,0
4921,17,0,0,1
4922,29,0,1,1
4923,38,0,1,2
4924,47,0,2,2
4925,64,0,2,3
4926,75,0,3,4
4927,89,0,4,4
4928,102,0,4,0
4930,10,0,0,0
4931,15,0,0,1
4932,33,0,1,1
4933,38,0,1,2
4934,47,0,2,2
4935,65,0,2,3
4936,77,0,3,3
4937,83,0,3,4
4938,92,0,4,4
4939,101,0,4,0
4941,7,0,0,0
4942,11,0,0,0
4943,20,0,0,1
4944,28,0,1,1
4945,32,0,1,1
4946,38,0,1,0
4948,10,0,0,0
4949,22,0,0,1
4950,31,0,1,1
4951,42,0,1,2
4952,47,0,2,2
4953,56,0,2,2
4954,66,0,2,3
4955,84,0,3,3
4956,87,0,3,4
4957,96,0,4,0
4959,15,0,0,0
4960,22,0,0,1
4961,35,0,1,2
4962,45,0,2,2
4963,57,0,2,3
4964,75,0,3,0
4966,9,0,0,0
4967,15,0,0,1
4968,23,0,1,1
4969,33,0,1,2
4970,46,0,2,2
4971,51,0,2,2
4972,63,0,2,3
4973,80,0,3,0
4975,13,0,0,0
4976,15,0,0,1
4977,23,0,1,1
4978,28,0,1,1
4979,36,0,1,2
4980,47,0,2,2
4981,56,0,2,2
4982,62,0,2,3
4983,69,0,3,3
4984,82,0,3,4
4985,102,0,4,4
4986,110,0,4,5
4987,120,0,5,0
4989,7,0,0,0
4990,15,0,0,1
4991,26,0,1,1
4992,36,0,1,1
4993,43,0,1,2
4994,48,0,2,2
4995,53,0,2,2
4996,60,0,2,3
